student	Q#	answer	G1	G2	G3
06a9d9d4-60ac-409c-b06b-d915a0d0f773	7	representatives are allocated based on a state's population.	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	8	speaker of the house of representatives.	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	9	to declare war.	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	10	to tax.	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	11	by voting and serving in public office.	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	12	18	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	13	to start a new life.	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	14	they were fighting against the british, because they were unhappy with unfair taxation and representation.	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	15	1782	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	16	the civil war	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	17	franklin d. roosevelt	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	18	mississippi river	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	19	arizona	-1	-1	-1
06a9d9d4-60ac-409c-b06b-d915a0d0f773	20	it represents the thirteen original colonies.	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	1	bill of rights	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	2	right to free speech	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	3	declare the united states' independence from the tyranny of great britain	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	4	keynesian	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	5	legislative	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	6	congress and the president	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	7	determined by population size	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	8	the president pro tempore of the senate	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	9	taxation by the commerce clause	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	10	education	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	11	voting and getting into politics	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	12	18	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	13	to escape religious persecution	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	14	over heavy taxes and tyranny	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	15	1787	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	16	civil war	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	17	franklin d roosevelt	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	18	mississippi	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	19	texas	-1	-1	-1
a023a830-3f4b-4fea-96ab-9656a452ec8a	20	to represent the 13 original colonies	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	1	bill of rights	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	2	freedom of speech	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	3	gave all men and women a right to life as well as liberty and the pursuit of happiness	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	4	market economy system	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	5	legislative, judicial, and executive	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	6	congress	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	7	they have a larger population	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	8	speaker of the house of representatives	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	9	veto a law	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	10	legalizing marijuana	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	11	vote and pay taxes	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	12	18	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	13	freedom of choice	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	14	they were being taxed unfairly	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	15	1787	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	16	civil war	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	17	who was president during the great depression and world war ii?	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	18	missouri and mississippi	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	19	texas	-1	-1	-1
a23f9a03-3f75-46ea-a0b1-0f83c0e0e2f8	20	it represents the first 13 colonies	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	1	bill of rights	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	2	that freedom of the press shall not be infringed	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	3	it declared the 13 colonies to be independent from britain, and gave reasons why.	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	4	capitalism	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	5	executive, lagistaltive, judicial	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	6	congress	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	7	because the representatives are given to states based on their population.	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	8	chair of the house	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	9	regulate commerce between states	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	10	any power not granted to the federal government or to the people	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	11	vote and/or run for office	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	12	18	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	13	religious freedom	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	14	for independence from the crown	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	15	1783	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	16	war of 1812	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	17	fdr, the awesome roosevelt.	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	18	mississippi	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	19	texas	-1	-1	-1
961c5c62-2e6c-45c2-bec2-3193971fa207	20	to represent the original 13 colonies	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	1	bill of rights	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	2	freedom of speech	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	3	declared the colonists independence from great britain	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	4	capitalist	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	5	legislative	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	6	congress	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	7	they are more populous	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	8	speaker of the house	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	9	collect taxes	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	10	regulate commerce	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	11	vote and run for office	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	12	18	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	13	religious freedom	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	14	to gain independence	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	15	1776	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	16	war of 1812	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	17	roosevelt	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	18	mississippi	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	19	texas	-1	-1	-1
e569aa4c-0390-4c6f-9319-c9ec1d94c9c6	20	they represent the 13 original colonies	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	1	the bill of rights.	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	2	the right to petition the government for a redress of grievances.	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	3	formalize the conflict between great britain and the colonists as a war of independence.	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	4	a hybrid of private-enterprise and state-controlled economy--although closer to capitalism than marxist socialism.	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	5	judiciary	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	6	the legislature enrolls statutes which, if signed by the president or overcoming veto, become laws. the executive branch make administrative law. the judiciary makes prudential law and arguably makes law in interpreting common, constitutional, statutory, prudential, and administrative laws. constitutional law is ratified in accordance with the mechanisms in our constitution--which can requires the approval of the states or the people in the states.	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	7	representatives are allotted by rough proportion in accordance with population residing in the state with the caveat that each state is guaranteed one representative.	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	8	the speaker of the house is next in presidential succession.	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	9	make treaties.	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	10	sovereignty where not proscribed or superseded.	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	11	jury participation. express opinions about government.	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	12	18	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	13	to escape religious persecution.	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	14	anger at the confiscation and/or onerous tariffs applied to merchant's goods	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	15	1787	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	16	the war of 1812	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	17	franklin d. roosevelt	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	18	mississippi	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	19	texas	-1	-1	-1
650b55e2-3f78-473b-bb7c-113b9122b06c	20	to honor the ratifying and original thirteen states	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	1	bill of rights	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	2	right to bear arms	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	3	made a set of rules for the new nation to follow, and set up rules for the states.	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	4	republic	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	5	judicial, legislative, executive	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	6	legislature	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	7	based on the population of the state	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	8	secretary of state	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	9	declare war on other countries	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	10	local laws like gun laws	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	11	vote in elections, contact the leaders of their state	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	12	18	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	13	to gain land and wealth	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	14	they didn't feel the taxes and amount of control britain wanted was fair.	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	15	1778	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	16	battle of new orleans	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	17	roosevelt	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	18	mississippi river	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	19	texas	-1	-1	-1
e231bf9f-5170-439e-a95b-988e94ffebd8	20	the thirteen original colonies	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	1	the bill of rights	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	2	freedom of speech	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	3	told the british that the american colonies were declaring their independence from british colonial rule	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	4	capitalism	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	5	legislative	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	6	legislative branch (house of representatives/senate)	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	7	representatives are based on population	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	8	speaker of the house	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	9	imports	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	10	education	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	11	vote, call their representatives	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	12	18	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	13	religious persecution	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	14	taxation	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	15	1787	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	16	war of 1812	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	17	franklin delano roosevelt	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	18	mississippi	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	19	texas	-1	-1	-1
5bfb0c2c-ac91-47e9-ac82-5833051aafae	20	in honor of the original 13 colonies	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	1	the bill of rights	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	2	freedom of speech.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	3	declare america free from british rule.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	4	free market.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	5	executive	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	6	congress.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	7	because they have larger populations.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	8	president pro tempare.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	9	the power to set inflation.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	10	the power to create taxes.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	11	running for office.  voting.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	12	18	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	13	freedom of religion.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	14	they became fed up with british rule after the intolerable acts.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	15	1776	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	16	the civil war	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	17	franklin roosevelt.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	18	mississipi.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	19	new mexico.	-1	-1	-1
9c2b2bec-cc9d-4623-a751-add2a89162c6	20	to represent the original 13 colonies.	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	1	freedom of speech, freedom of religion, freedom of the press. 2) right to bear arms. 3) quartering 4)prohibits unreasonable searchers and seizures. 5) protect the right to due process. )protect the right to a fair speedy trial. 7) provide the right to trial by jury in certain civil cases. 8) prohibits excessive fines and excessive bail. 9) protect rights not enumerated in the constitution. 10) limit the powers of the government	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	2	freedom of religion	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	3	declare the colonist free from the british	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	4	market system	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	5	legislative	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	6	congress	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	7	because of population	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	8	the secretary of states	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	9	to declare war	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	10	establish local government	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	11	1. vote\n2. run for office	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	12	18 years old	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	13	religion purposes	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	14	because of the high taxes and they wanted to have self government	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	15	1787	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	16	mexican-american war	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	17	fdr	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	18	the mississippi river	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	19	texas	-1	-1	-1
597804a0-6af3-46b9-9dda-33ab7f60567b	20	because they represent the 13 original colonies	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	1	the bill of rights	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	2	the right to speak your mind without the government harassing you because of what you say.	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	3	they asserted a philosophy of government that any government can only rule with the consent of the governed, and that the basic purpose of government is to protect people's rights.	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	4	the economic system of the u.s is a market system.	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	5	legislative branch, executive branch, judicial branch	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	6	the supreme court	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	7	because of the state's population.and also because some states have more people.\nand also because some states have more people.	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	8	the speaker of the house of representatives.	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	9	treaties	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	10	to elect the president	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	11	individuals can shape the local, state and federal government by casting their vote, going to town hall meetings that elected officials hold, signing a petition, serving as a juror, serving through the armed forces, holding their elected officials up to scrutiny, or protesting through boycotts, sit-ins or marching. these are only some of the ways that a citizen can participate in the governmental process.	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	12	all men between the age of 18 and 26 who have residency in the u.s. must register for selective service	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	13	to be free from king george iii	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	14	firstly - the colonists were british. they just happened to live in america just as some of us live on the isle of wight or in india. they fought the british king because they wanted freedom.	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	15	in 1787	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	16	the mexican-american war	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	17	franklin delano roosevel	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	18	one of the two longest rivers in the usa is the mississippi river.\n\n\nthe mississippi river.	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	19	morelos	-1	-1	-1
1338fbf4-ac34-460c-8750-c9663bbc5c47	20	the us flage has 13 stripes in honour of the first 13 colonies that had formed after plymouth rock.\n\n\nthe us flage has 13 stripes in honour of the first 13 colonies that had formed after plymouth r0ck.	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	1	bill of rights	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	2	freedom from religon	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	3	declare independence from england, to establish a self governing country.	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	4	capitalism	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	5	executive, legislative and judicial	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	6	the executive branch which include white house, congress and supreme court.	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	7	representation is population based. the greater the population of a state the more representatives in us congress.	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	8	speaker of the house	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	9	conscription	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	10	taxation	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	11	vote and go to local council meetings.	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	12	18	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	13	employment	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	14	the british were using the colonies as a border extension yet wanted to maintain trading rights with taxation.  the problem was the businesses established in the colonies felt that their obligation to the crown no longer existed including taxes.	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	15	1787	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	16	spanish american war	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	17	fdr	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	18	mississippi and ohio	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	19	texas and california	-1	-1	-1
f06d5b41-4189-4f7e-ab4b-ba9cce182853	20	original 13 colonies	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	1	bill of rights	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	2	freedom of speech	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	3	it declares the states independent from great britain	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	4	capitalism	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	5	executive	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	6	congress	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	7	they have more electoral districts	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	8	secretary of state	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	9	regulate imports	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	10	regulate marriage	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	11	vote and organize protests	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	12	18	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	13	to be able to own land	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	14	they did not want to be taxed without representation in the government	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	15	1780	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	16	civil war	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	17	fdr	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	18	mississippi	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	19	texas	-1	-1	-1
864871ee-2a96-46d0-a49e-4b8b824e6649	20	they represent the 13 colonies	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	1	the bill of rights	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	2	freedom of speech	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	3	it declared independence from england.	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	4	market, supply & demand	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	5	legislative	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	6	congress	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	7	they have a larger population.	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	8	the speaker of the house of representatives	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	9	declaring war	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	10	providing safety	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	11	voting and running for office	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	12	18	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	13	to escape religious persecution.	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	14	for independence from british laws.	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	15	1787	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	16	the civil war	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	17	franklin d. roosevelt	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	18	the mississippi river and the missouri river	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	19	texas	-1	-1	-1
4aaf83f8-c313-4656-a991-b33703db64f9	20	for the 13 original colonies.	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	1	bill of rights	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	2	freedom of speach	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	3	declared america's independence from britain	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	4	the dollar bill?	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	5	judicial branch	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	6	the congress, the president, the house of representatives	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	7	bigger area or population	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	8	the 3rd seat	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	9	the power enact martial law	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	10	the power to make state wide laws	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	11	voting and rioting	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	12	30	-1	-1	-1
c6788842-b53a-4f54-8bed-878154a96d6e	13	to explore new land and to be free of the rule of the king	-1	-1	-1
