student	Q#	answer	G1	G2	G3
a8ac5b59-9f5c-4170-be13-1ef4c76e2ab5	12	17	-1	-1	-1
a8ac5b59-9f5c-4170-be13-1ef4c76e2ab5	13	religous freedom	1	1	1
a8ac5b59-9f5c-4170-be13-1ef4c76e2ab5	14	they didn't want to pay their taxes.	-1	-1	-1
a8ac5b59-9f5c-4170-be13-1ef4c76e2ab5	15	1789	-1	-1	-1
a8ac5b59-9f5c-4170-be13-1ef4c76e2ab5	16	war of 1812	-1	-1	-1
a8ac5b59-9f5c-4170-be13-1ef4c76e2ab5	17	fdr	-1	-1	-1
a8ac5b59-9f5c-4170-be13-1ef4c76e2ab5	18	mississippi	-1	-1	-1
a8ac5b59-9f5c-4170-be13-1ef4c76e2ab5	19	texas	-1	-1	-1
a8ac5b59-9f5c-4170-be13-1ef4c76e2ab5	20	there were 13 original colonies	1	1	1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	1	bill of rights	1	1	1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	2	free speech	1	1	1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	3	separation of us from gb	1	1	0
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	4	capitalism	1	1	1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	5	judicial	1	1	1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	6	legislative	1	1	1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	7	goes by population	1	1	1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	8	head of the house	1	1	1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	9	wiretapping...	-1	-1	-1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	10	legalizing gay marriage	-1	-1	-1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	11	voting and running for office	-1	-1	-1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	12	18	-1	-1	-1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	13	spread religion	0	0	0
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	14	taxes were unfair	-1	-1	-1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	15	1864	-1	-1	-1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	16	gettysberg	-1	-1	-1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	17	fdr	-1	-1	-1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	18	mississippi	-1	-1	-1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	19	texas	-1	-1	-1
a3ffcea7-6bb0-476a-bd84-3f00264b65ed	20	13 original colonies	1	1	1
2b461b35-4d13-4381-9a61-e3c3357445e7	1	bill of rights	1	1	1
2b461b35-4d13-4381-9a61-e3c3357445e7	2	freedom of speech	1	1	1
2b461b35-4d13-4381-9a61-e3c3357445e7	3	independence from the british.	1	0	0
2b461b35-4d13-4381-9a61-e3c3357445e7	4	capitalism	1	1	1
2b461b35-4d13-4381-9a61-e3c3357445e7	5	judicial	1	1	1
2b461b35-4d13-4381-9a61-e3c3357445e7	6	the senate	0	0	0
2b461b35-4d13-4381-9a61-e3c3357445e7	7	by the population of each state more representatives are required	1	1	1
2b461b35-4d13-4381-9a61-e3c3357445e7	8	secretary of state	0	0	0
2b461b35-4d13-4381-9a61-e3c3357445e7	9	declaring war	-1	-1	-1
2b461b35-4d13-4381-9a61-e3c3357445e7	10	the laws to their residents	-1	-1	-1
2b461b35-4d13-4381-9a61-e3c3357445e7	11	voting, and serving in office	-1	-1	-1
2b461b35-4d13-4381-9a61-e3c3357445e7	12	18	-1	-1	-1
2b461b35-4d13-4381-9a61-e3c3357445e7	13	religious beliefs	1	0	1
2b461b35-4d13-4381-9a61-e3c3357445e7	14	for the independence of the british	-1	-1	-1
2b461b35-4d13-4381-9a61-e3c3357445e7	15	1848	-1	-1	-1
2b461b35-4d13-4381-9a61-e3c3357445e7	16	american civil war	-1	-1	-1
2b461b35-4d13-4381-9a61-e3c3357445e7	17	thomas jefferson	-1	-1	-1
2b461b35-4d13-4381-9a61-e3c3357445e7	18	colorado river	-1	-1	-1
2b461b35-4d13-4381-9a61-e3c3357445e7	19	arizona	-1	-1	-1
2b461b35-4d13-4381-9a61-e3c3357445e7	20	one for each of the 13 original colonies	1	1	1
79e2cbb4-722a-446a-9f00-5c78600bd833	1	bill of rights	1	1	1
79e2cbb4-722a-446a-9f00-5c78600bd833	2	freedom of speech.	1	1	1
79e2cbb4-722a-446a-9f00-5c78600bd833	3	announce the us's independence from britain.	1	1	1
79e2cbb4-722a-446a-9f00-5c78600bd833	4	capitalism	1	1	1
79e2cbb4-722a-446a-9f00-5c78600bd833	5	judicial	1	1	1
79e2cbb4-722a-446a-9f00-5c78600bd833	6	congress	1	1	1
79e2cbb4-722a-446a-9f00-5c78600bd833	7	it's based on the number of people in a specific district. less people in a state means less representation.	1	1	1
79e2cbb4-722a-446a-9f00-5c78600bd833	8	the speaker of the house	1	1	1
79e2cbb4-722a-446a-9f00-5c78600bd833	9	the right to tax.	-1	-1	-1
79e2cbb4-722a-446a-9f00-5c78600bd833	10	granting licences and permits.	-1	-1	-1
79e2cbb4-722a-446a-9f00-5c78600bd833	11	voting, calling their representatives.	-1	-1	-1
79e2cbb4-722a-446a-9f00-5c78600bd833	12	18	-1	-1	-1
79e2cbb4-722a-446a-9f00-5c78600bd833	13	religious persecution	1	1	1
79e2cbb4-722a-446a-9f00-5c78600bd833	14	they owned most of the settlements in the us at the time.	-1	-1	-1
79e2cbb4-722a-446a-9f00-5c78600bd833	15	1776	-1	-1	-1
79e2cbb4-722a-446a-9f00-5c78600bd833	16	the civil war	-1	-1	-1
79e2cbb4-722a-446a-9f00-5c78600bd833	17	fdr	-1	-1	-1
79e2cbb4-722a-446a-9f00-5c78600bd833	18	mississippi	-1	-1	-1
79e2cbb4-722a-446a-9f00-5c78600bd833	19	texas	-1	-1	-1
79e2cbb4-722a-446a-9f00-5c78600bd833	20	one for each of the original colonies.	1	1	1
e72df775-66c6-4b26-a907-a4c112e38e05	1	bill of rights	1	1	1
e72df775-66c6-4b26-a907-a4c112e38e05	2	freedom of speech	1	1	1
e72df775-66c6-4b26-a907-a4c112e38e05	3	declared independence from british rule	1	1	1
e72df775-66c6-4b26-a907-a4c112e38e05	4	capitalist	1	1	1
e72df775-66c6-4b26-a907-a4c112e38e05	5	judicial	1	1	1
e72df775-66c6-4b26-a907-a4c112e38e05	6	congress	1	1	1
e72df775-66c6-4b26-a907-a4c112e38e05	7	it's based on population of the state	1	1	1
e72df775-66c6-4b26-a907-a4c112e38e05	8	speaker of the house	1	1	1
e72df775-66c6-4b26-a907-a4c112e38e05	9	i'm not sure	-1	-1	-1
e72df775-66c6-4b26-a907-a4c112e38e05	10	i'm not sure	-1	-1	-1
e72df775-66c6-4b26-a907-a4c112e38e05	11	voting and running for office	-1	-1	-1
e72df775-66c6-4b26-a907-a4c112e38e05	12	18	-1	-1	-1
e72df775-66c6-4b26-a907-a4c112e38e05	13	escape from religious persecution	1	1	1
e72df775-66c6-4b26-a907-a4c112e38e05	14	they objected to being taxed and kept under british rule	-1	-1	-1
e72df775-66c6-4b26-a907-a4c112e38e05	15	i'm not sure	-1	-1	-1
e72df775-66c6-4b26-a907-a4c112e38e05	16	civil war	-1	-1	-1
e72df775-66c6-4b26-a907-a4c112e38e05	17	roosevelt	-1	-1	-1
e72df775-66c6-4b26-a907-a4c112e38e05	18	mississippi	-1	-1	-1
e72df775-66c6-4b26-a907-a4c112e38e05	19	texas	-1	-1	-1
e72df775-66c6-4b26-a907-a4c112e38e05	20	the 13 original colonies	1	1	1
27efd705-5959-4510-a1e6-2f650e4f8ccc	1	the bill of rights	1	1	1
27efd705-5959-4510-a1e6-2f650e4f8ccc	2	free speech	1	1	1
27efd705-5959-4510-a1e6-2f650e4f8ccc	3	declared the colonists' independence from great britain	1	1	1
27efd705-5959-4510-a1e6-2f650e4f8ccc	4	capitalism	1	1	1
27efd705-5959-4510-a1e6-2f650e4f8ccc	5	executive	1	1	1
27efd705-5959-4510-a1e6-2f650e4f8ccc	6	congress	1	1	1
27efd705-5959-4510-a1e6-2f650e4f8ccc	7	it is based on population	1	1	1
27efd705-5959-4510-a1e6-2f650e4f8ccc	8	speaker of the house	1	1	1
27efd705-5959-4510-a1e6-2f650e4f8ccc	9	tax	-1	-1	-1
27efd705-5959-4510-a1e6-2f650e4f8ccc	10	anything not expressly given to the federal government	-1	-1	-1
27efd705-5959-4510-a1e6-2f650e4f8ccc	11	vote, write a letter to their representative	-1	-1	-1
27efd705-5959-4510-a1e6-2f650e4f8ccc	12	18	-1	-1	-1
27efd705-5959-4510-a1e6-2f650e4f8ccc	13	religious oppression	1	1	1
27efd705-5959-4510-a1e6-2f650e4f8ccc	14	to gain independence from the crown	-1	-1	-1
27efd705-5959-4510-a1e6-2f650e4f8ccc	15	1787	-1	-1	-1
27efd705-5959-4510-a1e6-2f650e4f8ccc	16	civil war	-1	-1	-1
27efd705-5959-4510-a1e6-2f650e4f8ccc	17	harry s truman	-1	-1	-1
27efd705-5959-4510-a1e6-2f650e4f8ccc	18	missippi	-1	-1	-1
27efd705-5959-4510-a1e6-2f650e4f8ccc	19	texas	-1	-1	-1
27efd705-5959-4510-a1e6-2f650e4f8ccc	20	the 13 original colonies	1	1	1
2f6da187-5db8-4fee-958b-d60675a33a69	1	bill of rights	1	1	1
2f6da187-5db8-4fee-958b-d60675a33a69	2	freedom of speech	1	1	1
2f6da187-5db8-4fee-958b-d60675a33a69	3	dissolve the colonies ties with england	1	1	0
2f6da187-5db8-4fee-958b-d60675a33a69	4	capitalism	1	1	1
2f6da187-5db8-4fee-958b-d60675a33a69	5	legislative	1	1	1
2f6da187-5db8-4fee-958b-d60675a33a69	6	congress	1	1	1
2f6da187-5db8-4fee-958b-d60675a33a69	7	it's based on population	1	1	1
2f6da187-5db8-4fee-958b-d60675a33a69	8	speaker of the house of representatives	1	1	1
2f6da187-5db8-4fee-958b-d60675a33a69	9	make treaties	-1	-1	-1
2f6da187-5db8-4fee-958b-d60675a33a69	10	enact laws regarding intrastate commerce	-1	-1	-1
2f6da187-5db8-4fee-958b-d60675a33a69	11	voting\nrunning for office	-1	-1	-1
2f6da187-5db8-4fee-958b-d60675a33a69	12	18	-1	-1	-1
2f6da187-5db8-4fee-958b-d60675a33a69	13	penal colony	0	0	0
2f6da187-5db8-4fee-958b-d60675a33a69	14	for independence	-1	-1	-1
2f6da187-5db8-4fee-958b-d60675a33a69	15	1787	-1	-1	-1
2f6da187-5db8-4fee-958b-d60675a33a69	16	mexican-american war	-1	-1	-1
2f6da187-5db8-4fee-958b-d60675a33a69	17	franklin roosevelt	-1	-1	-1
2f6da187-5db8-4fee-958b-d60675a33a69	18	mississippi	-1	-1	-1
2f6da187-5db8-4fee-958b-d60675a33a69	19	texas	-1	-1	-1
2f6da187-5db8-4fee-958b-d60675a33a69	20	for the 13 original colonies.	1	1	1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	1	bill of rights.	1	1	1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	2	freedom of speech	1	1	1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	3	separate from england.	1	1	0
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	4	free market capitalism	1	1	1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	5	legislative, judicial, executive	1	1	1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	6	the legislative branch	1	1	1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	7	some get more representatives because of their population.	1	1	1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	8	secretary of state.	0	0	0
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	9	the necessary and proper clause.	-1	-1	-1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	10	one's not explicitly claimed by the federal government.	-1	-1	-1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	11	voting, and activism.	-1	-1	-1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	12	18 years old.	-1	-1	-1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	13	freedom of religion.	1	1	1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	14	they felt oppressed by the british. they were increasingly taxed without their consent.	-1	-1	-1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	15	1777	-1	-1	-1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	16	war of 1812.	-1	-1	-1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	17	fdr.	-1	-1	-1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	18	mississippi river and the ohio river.	-1	-1	-1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	19	texas.	-1	-1	-1
b7bc0826-a79d-42fd-aa13-c85a7b1c0fbd	20	to represent the 13 original colonies/states.	1	1	1
849b4795-abc5-4ccc-8084-9fe05a6066a7	1	bill of rights	1	1	1
849b4795-abc5-4ccc-8084-9fe05a6066a7	2	freedom of speech	1	1	1
849b4795-abc5-4ccc-8084-9fe05a6066a7	3	declaration of griviences from britain	0	0	0
849b4795-abc5-4ccc-8084-9fe05a6066a7	4	free market	1	1	1
849b4795-abc5-4ccc-8084-9fe05a6066a7	5	executive	1	1	1
849b4795-abc5-4ccc-8084-9fe05a6066a7	6	congress	1	1	1
849b4795-abc5-4ccc-8084-9fe05a6066a7	7	bigger population	1	1	1
849b4795-abc5-4ccc-8084-9fe05a6066a7	8	majority speaker	0	1	0
849b4795-abc5-4ccc-8084-9fe05a6066a7	9	laws	-1	-1	-1
849b4795-abc5-4ccc-8084-9fe05a6066a7	10	those not given to the federal government	-1	-1	-1
849b4795-abc5-4ccc-8084-9fe05a6066a7	11	vote,referendum	-1	-1	-1
849b4795-abc5-4ccc-8084-9fe05a6066a7	12	18	-1	-1	-1
849b4795-abc5-4ccc-8084-9fe05a6066a7	13	religious freedom	1	1	1
849b4795-abc5-4ccc-8084-9fe05a6066a7	14	independence	-1	-1	-1
849b4795-abc5-4ccc-8084-9fe05a6066a7	15	1776	-1	-1	-1
849b4795-abc5-4ccc-8084-9fe05a6066a7	16	civil war	-1	-1	-1
849b4795-abc5-4ccc-8084-9fe05a6066a7	17	fdr	-1	-1	-1
849b4795-abc5-4ccc-8084-9fe05a6066a7	18	missippi and colorado	-1	-1	-1
849b4795-abc5-4ccc-8084-9fe05a6066a7	19	texas	-1	-1	-1
849b4795-abc5-4ccc-8084-9fe05a6066a7	20	original 13 colonies	1	1	1
7bc84494-8d40-470b-8457-4b8ecb499f5e	1	bill of rights	1	1	1
7bc84494-8d40-470b-8457-4b8ecb499f5e	2	freedom of speech	1	1	1
7bc84494-8d40-470b-8457-4b8ecb499f5e	3	it is a guideline of how the government should operate	0	0	0
7bc84494-8d40-470b-8457-4b8ecb499f5e	4	capitalism	1	1	1
7bc84494-8d40-470b-8457-4b8ecb499f5e	5	judicial, legislative, and executive	1	1	1
7bc84494-8d40-470b-8457-4b8ecb499f5e	6	the legislative branch	1	1	1
7bc84494-8d40-470b-8457-4b8ecb499f5e	7	it depends on the population of the state	1	1	1
7bc84494-8d40-470b-8457-4b8ecb499f5e	8	speaker of the house	1	1	1
7bc84494-8d40-470b-8457-4b8ecb499f5e	9	the ability to raise and lower taxes	-1	-1	-1
7bc84494-8d40-470b-8457-4b8ecb499f5e	10	the ability to raise and lower state taxes	-1	-1	-1
7bc84494-8d40-470b-8457-4b8ecb499f5e	11	the right to vote and ability to practice any religion you want.	-1	-1	-1
7bc84494-8d40-470b-8457-4b8ecb499f5e	12	18	-1	-1	-1
7bc84494-8d40-470b-8457-4b8ecb499f5e	13	to escape the tyranny in britain? be able to practice a different religon	1	1	1
7bc84494-8d40-470b-8457-4b8ecb499f5e	14	taxation without representation, colonist paying taxes and had no say in the laws.	-1	-1	-1
7bc84494-8d40-470b-8457-4b8ecb499f5e	15	1894	-1	-1	-1
7bc84494-8d40-470b-8457-4b8ecb499f5e	16	war of 1812	-1	-1	-1
7bc84494-8d40-470b-8457-4b8ecb499f5e	17	franklin d. roosevelt	-1	-1	-1
7bc84494-8d40-470b-8457-4b8ecb499f5e	18	missisipi	-1	-1	-1
7bc84494-8d40-470b-8457-4b8ecb499f5e	19	texas	-1	-1	-1
7bc84494-8d40-470b-8457-4b8ecb499f5e	20	it represents the 13 colonies	1	1	1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	1	the bill of rights	1	1	1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	2	the right to bear arms (the second amendment). this is the right to own guns.	0	0	0
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	3	declare the us' independence from the foreign oppression of great britain.	1	1	1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	4	capitalism.	1	1	1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	5	judicial	1	1	1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	6	the legislative branch, including the house of representatives and the senate. the president also plays a role in that he has the ability to veto and introduce legislation.	1	1	1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	7	some states have more residents than other states and thus have similarly scaled representatives.	1	1	1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	8	speaker of the house of representatives?	1	1	1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	9	regulation of trade over state lines	-1	-1	-1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	10	regulation of trade internally	-1	-1	-1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	11	voting, and writing to their state representatives.	-1	-1	-1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	12	18	-1	-1	-1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	13	to escape religious persecution.	1	1	1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	14	they wanted to rebel against the british in order to instate their own laws and control their own economic system.	-1	-1	-1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	15	1786?	-1	-1	-1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	16	the war of 1812.	-1	-1	-1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	17	franklin deleanor roosevelt.	-1	-1	-1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	18	the mississippi river.	-1	-1	-1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	19	texas	-1	-1	-1
09d9840f-a497-4ab2-b8be-de4bc3ce96d6	20	to represent the 13 original colonies.	1	1	1
b1501689-ffa3-4663-8c52-9953dff49329	1	bill of rights	1	1	1
b1501689-ffa3-4663-8c52-9953dff49329	2	right to assembly	1	1	1
b1501689-ffa3-4663-8c52-9953dff49329	3	declare the usa independent from the british crown	1	1	1
b1501689-ffa3-4663-8c52-9953dff49329	4	capitalism	1	1	1
b1501689-ffa3-4663-8c52-9953dff49329	5	judiciary	1	1	1
b1501689-ffa3-4663-8c52-9953dff49329	6	congress	1	1	1
b1501689-ffa3-4663-8c52-9953dff49329	7	more population	1	1	1
b1501689-ffa3-4663-8c52-9953dff49329	8	speaker of the house	1	1	1
b1501689-ffa3-4663-8c52-9953dff49329	9	declare war	-1	-1	-1
b1501689-ffa3-4663-8c52-9953dff49329	10	regulate casinos	-1	-1	-1
b1501689-ffa3-4663-8c52-9953dff49329	11	by voting and petitioning their government	-1	-1	-1
b1501689-ffa3-4663-8c52-9953dff49329	12	18	-1	-1	-1
b1501689-ffa3-4663-8c52-9953dff49329	13	to escape religious persecution	1	1	1
b1501689-ffa3-4663-8c52-9953dff49329	14	too many taxes	-1	-1	-1
b1501689-ffa3-4663-8c52-9953dff49329	15	1776	-1	-1	-1
b1501689-ffa3-4663-8c52-9953dff49329	16	spanish-american war	-1	-1	-1
b1501689-ffa3-4663-8c52-9953dff49329	17	truman	-1	-1	-1
b1501689-ffa3-4663-8c52-9953dff49329	18	mississippi and ohio	-1	-1	-1
b1501689-ffa3-4663-8c52-9953dff49329	19	arizona	-1	-1	-1
b1501689-ffa3-4663-8c52-9953dff49329	20	each stripe represents an original colony	1	1	1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	1	bill of rights	1	1	1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	2	speech	1	1	1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	3	declare independence between thirteen colonies and great britain	1	1	1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	4	capitalist	1	1	1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	5	judicial	1	1	1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	6	legislative	1	1	1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	7	more people	1	1	1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	8	speaker of the house	1	1	1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	9	to declare war	-1	-1	-1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	10	elections	-1	-1	-1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	11	voting, participating in military	-1	-1	-1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	12	18	-1	-1	-1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	13	religion	1	0	1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	14	the colonists were imposed heavy taxes	-1	-1	-1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	15	1787	-1	-1	-1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	16	the war of 1812	-1	-1	-1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	17	franklin roosevelt	-1	-1	-1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	18	missouri, mississippi	-1	-1	-1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	19	california	-1	-1	-1
b8579eb7-b802-4ec2-8835-f4b3da3f7cfa	20	13 colonies	1	1	1
d7e74896-852c-4c50-8546-095c2ba50e50	1	bill of rights	1	1	1
d7e74896-852c-4c50-8546-095c2ba50e50	2	right to arms	0	0	0
d7e74896-852c-4c50-8546-095c2ba50e50	3	proclaim freedom	0	0	0
d7e74896-852c-4c50-8546-095c2ba50e50	4	capitalism	1	1	1
d7e74896-852c-4c50-8546-095c2ba50e50	5	judicial	1	1	1
d7e74896-852c-4c50-8546-095c2ba50e50	6	judicial	0	0	0
d7e74896-852c-4c50-8546-095c2ba50e50	7	because it depends on their political preference	0	0	0
d7e74896-852c-4c50-8546-095c2ba50e50	8	the secretary	0	0	0
d7e74896-852c-4c50-8546-095c2ba50e50	9	to veto the president's decision	-1	-1	-1
d7e74896-852c-4c50-8546-095c2ba50e50	10	it is sovereign	-1	-1	-1
d7e74896-852c-4c50-8546-095c2ba50e50	11	they can do petitions	-1	-1	-1
d7e74896-852c-4c50-8546-095c2ba50e50	12	21	-1	-1	-1
d7e74896-852c-4c50-8546-095c2ba50e50	13	to escape religious prosecution	1	1	1
d7e74896-852c-4c50-8546-095c2ba50e50	14	because of heavy taxation	-1	-1	-1
d7e74896-852c-4c50-8546-095c2ba50e50	15	1787	-1	-1	-1
d7e74896-852c-4c50-8546-095c2ba50e50	16	civil war	-1	-1	-1
d7e74896-852c-4c50-8546-095c2ba50e50	17	truman	-1	-1	-1
d7e74896-852c-4c50-8546-095c2ba50e50	18	mississippi and missouri	-1	-1	-1
d7e74896-852c-4c50-8546-095c2ba50e50	19	texas	-1	-1	-1
d7e74896-852c-4c50-8546-095c2ba50e50	20	because of the original 13 colonies	1	1	1
70ca373e-4103-4745-ba1a-8bb0736c9893	1	freedom of speech & religion, right to bear arms, search and seizure, right to trial, one about cruel and unusual punishment, rights of states i can only remember 6	0	0	0
70ca373e-4103-4745-ba1a-8bb0736c9893	2	no laws against or for a particular religion	1	1	1
70ca373e-4103-4745-ba1a-8bb0736c9893	3	made the original 13 colonies independent	1	1	1
70ca373e-4103-4745-ba1a-8bb0736c9893	4	crony capitalism	1	1	0
70ca373e-4103-4745-ba1a-8bb0736c9893	5	judicial	1	1	1
70ca373e-4103-4745-ba1a-8bb0736c9893	6	the 3 branches of the government	0	0	0
70ca373e-4103-4745-ba1a-8bb0736c9893	7	because of their population	1	1	1
70ca373e-4103-4745-ba1a-8bb0736c9893	8	secretary of the state or house speaker	0	1	0
70ca373e-4103-4745-ba1a-8bb0736c9893	9	declare war	-1	-1	-1
70ca373e-4103-4745-ba1a-8bb0736c9893	10	drivers lisence	-1	-1	-1
70ca373e-4103-4745-ba1a-8bb0736c9893	11	voting run for office	-1	-1	-1
70ca373e-4103-4745-ba1a-8bb0736c9893	12	18	-1	-1	-1
70ca373e-4103-4745-ba1a-8bb0736c9893	13	i think to get whatever resources they could	0	0	0
70ca373e-4103-4745-ba1a-8bb0736c9893	14	because they were tired of paying taxes	-1	-1	-1
70ca373e-4103-4745-ba1a-8bb0736c9893	15	1784	-1	-1	-1
70ca373e-4103-4745-ba1a-8bb0736c9893	16	war of 1812 i ahd 2 ancestors fight and live through it	-1	-1	-1
70ca373e-4103-4745-ba1a-8bb0736c9893	17	idk	-1	-1	-1
70ca373e-4103-4745-ba1a-8bb0736c9893	18	colorado and missippi	-1	-1	-1
70ca373e-4103-4745-ba1a-8bb0736c9893	19	texas	-1	-1	-1
70ca373e-4103-4745-ba1a-8bb0736c9893	20	for the first 13 colonies	1	1	1
81416884-e6ab-4d06-a13d-a63452f2e30a	1	bill of rights.	1	1	1
81416884-e6ab-4d06-a13d-a63452f2e30a	2	freedom of religion.	1	1	1
81416884-e6ab-4d06-a13d-a63452f2e30a	3	declare the colonies of america as independent.	1	1	1
81416884-e6ab-4d06-a13d-a63452f2e30a	4	capitalism	1	1	1
81416884-e6ab-4d06-a13d-a63452f2e30a	5	judiciary.	1	1	1
81416884-e6ab-4d06-a13d-a63452f2e30a	6	congress	1	1	1
81416884-e6ab-4d06-a13d-a63452f2e30a	7	population count	1	1	1
81416884-e6ab-4d06-a13d-a63452f2e30a	8	speaker of the house of representatives.	1	1	1
81416884-e6ab-4d06-a13d-a63452f2e30a	9	declare war.	-1	-1	-1
81416884-e6ab-4d06-a13d-a63452f2e30a	10	collect their own taxes	-1	-1	-1
81416884-e6ab-4d06-a13d-a63452f2e30a	11	vote and write to their congress person.	-1	-1	-1
81416884-e6ab-4d06-a13d-a63452f2e30a	12	21	-1	-1	-1
81416884-e6ab-4d06-a13d-a63452f2e30a	13	they wanted a new life.	0	0	0
81416884-e6ab-4d06-a13d-a63452f2e30a	14	they wanted independence from the british, also they were tired of paying taxes to the british.	-1	-1	-1
81416884-e6ab-4d06-a13d-a63452f2e30a	15	1787	-1	-1	-1
81416884-e6ab-4d06-a13d-a63452f2e30a	16	civil war	-1	-1	-1
81416884-e6ab-4d06-a13d-a63452f2e30a	17	fdr	-1	-1	-1
81416884-e6ab-4d06-a13d-a63452f2e30a	18	the mississippi river.	-1	-1	-1
81416884-e6ab-4d06-a13d-a63452f2e30a	19	california	-1	-1	-1
81416884-e6ab-4d06-a13d-a63452f2e30a	20	it represents the original 13 colonies.	1	1	1
c2ffc81e-f3d9-49ae-8549-12474ea30bf1	1	bill of rights	1	1	1
c2ffc81e-f3d9-49ae-8549-12474ea30bf1	2	freedom of speech	1	1	1
c2ffc81e-f3d9-49ae-8549-12474ea30bf1	3	life, liberty, and the pursuit of happiness.	0	0	0
c2ffc81e-f3d9-49ae-8549-12474ea30bf1	4	capitalism	1	1	1
c2ffc81e-f3d9-49ae-8549-12474ea30bf1	5	judiciary	1	1	1
c2ffc81e-f3d9-49ae-8549-12474ea30bf1	6	congress	1	1	1
c2ffc81e-f3d9-49ae-8549-12474ea30bf1	7	population	1	1	1
c2ffc81e-f3d9-49ae-8549-12474ea30bf1	8	house of representatives	0	1	0
